Model,background IoU (%),aeroplane IoU (%),bicycle IoU (%),bird IoU (%),boat IoU (%),bottle IoU (%),bus IoU (%),car IoU (%),cat IoU (%),chair IoU (%),cow IoU (%),diningtable IoU (%),dog IoU (%),horse IoU (%),motorbike IoU (%),person IoU (%),pottedplant IoU (%),sheep IoU (%),sofa IoU (%),train IoU (%),tvmonitor IoU (%)
fcn_resnet34_voc21,90.86,75.56,39.08,68.63,55.03,55.14,77.45,74.19,76.71,21.55,57.54,44.42,64.65,50.14,65.51,73.96,37.67,61.36,31.42,66.11,57.01
